"langs","codes","fams","scripts","word.len","word.size","char.len","char.size","char.h0","char.h1","char.H2","char.h2","char.H3","char.h3","word.mawe10000.h0","word.mawe10000.h1","word.mawe10000.H2","word.mawe10000.h2","word.mawe10000.H3","word.mawe10000.h3","mattr500","mattr1000","mattr2000","word1","word2","word3","word4","word5","word1.prop","word2.prop","word5.prop","word10.prop","word25.prop","word50.prop","word100.prop","beta","beta.error","beta.100","beta.100.error"
"Latin_Aix","aix","Latin","Latin",125987,20082,900781,27,4.75488750216347,4.05232931614317,7.42026372941903,3.36793441327586,10.1754064520812,2.75514272266217,11.8855807074518,10.4177120968737,13.0057075353225,2.58799543844877,13.2064252207616,0.200717685439086,0.712423356474691,0.641620784484006,0.568192349477956,"et","in","ad","de","cum",0.0632128711692476,0.0293919213887147,0.123100002381198,0.152555422384849,0.204854469111893,0.256097851365617,0.318334431330217,-1.07224237617025,0.00134818022162395,-1.25494367383116,0.015483715133101
"Secreta_Secretorum_LAT","secr.lat","Latin","Latin",39349,9294,262206,25,4.64385618977472,4.01720555069043,7.29379767024734,3.27659211955691,9.94555434959007,2.65175667934273,11.7291728243572,9.79292850232238,12.8265328511863,3.03360434886391,13.1810937370775,0.354560885891156,0.595051684741214,0.538852077363897,0.47530995181616,"et","in","est","de","ad",0.0975882487483799,0.0321736257592315,0.180029988055605,0.217438816742484,0.28445449693766,0.33459554245343,0.392894355638009,-1.23857599681544,0.00215871632104948,-1.35437884879689,0.0169227469371903
"BrunoDeMagia","bruno","Latin","Latin",11790,4067,81028,24,4.58496250072116,4.0106796312335,7.32610219546861,3.31542256423512,9.93389440187034,2.60779220640173,10.8717762334599,9.5701379284435,11.8969134370905,2.32677550864701,12.0334791685137,0.136565731423233,0.644798850574713,0.579008438818565,0.512958100558659,"et","in","est","ad","non",0.0569126378286684,0.0251908396946565,0.131212892281595,0.181340118744699,0.264376590330789,0.331806615776081,0.402629346904156,-0.882851322132663,0.00109264625662708,-0.97146405961227,0.010459090493171
"Steganographia","steg","Latin","Latin",21529,7559,154739,33,5.04439411935845,4.11966249064123,7.54391954687598,3.42425705623474,10.3482988534532,2.80437930657723,11.3406142089879,10.2734035916797,12.1289574765294,1.85555388484968,12.3225865032621,0.193629026732751,0.759181818181818,0.674311737411927,0.593844342707652,"&","in","ad","cum","qui",0.031678201495657,0.0215987737470389,0.0859770542059548,0.120999581959218,0.17785312833852,0.237307817362627,0.31116168888476,-0.764478806597887,0.000673459284682151,-0.86458482480022,0.00932567405444493
"Agrippa_Book1","agr","English","Latin",56914,6675,314259,28,4.8073549220576,4.07913699540078,7.3205010351405,3.24136403973972,9.92025766896883,2.59975663382833,11.0155184552181,8.65377145999123,12.2363124467916,3.58254098680036,13.0187111273092,0.78239868051763,0.46866327654886,0.39703205497332,0.336356108051007,"the","and","of","a","to",0.0720736549882278,0.0473697157114243,0.204694802684752,0.281670590715817,0.396211828372632,0.475770460695084,0.558931018730014,-0.833007672428961,0.00143887679012733,-0.858425334008273,0.0169223713746246
"AlphabetOfTales","alpha","English","Latin",177763,14083,891000,33,5.04439411935845,4.26325490976523,7.51703998676498,3.25378507699975,10.0791185433423,2.56207855657736,11.0511836216923,8.70681206084065,12.1650484598963,3.45823639905569,13.038887438304,0.873838978407627,0.476656726620242,0.401692351303989,0.33641635172427,"&","and","he","þe","a",0.0418422281352137,0.0346641314559273,0.162964171396747,0.254743675568032,0.393180808154678,0.501352924961887,0.587332572020049,-0.693637278474606,0.00153177037909074,-0.617745292342679,0.0189653370192332
"Picatrix","pic","Spanish","Latin",110684,19420,642787,32,5,4.091522286314,7.33505046239111,3.24352817607711,10.0413779562851,2.70632749389403,11.2021765562751,8.60212313694085,11.8678304749642,3.26570733802339,12.6840216441639,0.816191169199683,0.46896357226792,0.415109583267478,0.370851138262322,"de","y","la","que","en",0.063044342452387,0.0573795670557624,0.228876802428535,0.330391023092769,0.444427378844277,0.496738462650428,0.551994868273644,-0.785119422348984,0.00154116056045496,-0.749830107005801,0.0258063322014935
"Necrologium_fac","necr.fac","Latin","Latin",309,222,1723,72,6.16992500144231,4.81604649323143,8.16367023812132,3.34762374488989,9.72153729133366,1.55786705321234,7.79441586635011,7.43608013961011,8.02971007962785,0.593629940017732,8.20997758152653,0.180267501898685,0.718446601941748,0.718446601941748,0.718446601941748,"<","jan>","","iᴅ","dnı",0.0388349514563107,0.0388349514563107,0.148867313915858,0.216828478964401,0.330097087378641,0.44336569579288,0.605177993527508,-0.767271057976916,0.0190469468795679,-0.73196011738328,0.0267934179799563
"Necrologium_dip","necr.dip","Latin","Latin",314,194,2046,41,5.35755200461808,4.19011220491734,7.39423908077531,3.20412687585797,9.23221964956752,1.83798056879221,7.59991284218713,7.10898925079816,7.98161844753012,0.872629196731961,8.20605963071429,0.224441183184164,0.617834394904459,0.617834394904459,0.617834394904459,"et","<","jan>","sancti","idus",0.0477707006369427,0.0382165605095541,0.17515923566879,0.273885350318471,0.404458598726115,0.54140127388535,0.700636942675159,-0.741622834053154,0.0181023359793375,-0.707626323959813,0.0233625878840612
"Rettorica","rett","Italian","Latin",32230,6789,198138,29,4.85798099512757,4.03166898741226,7.17226058441968,3.14059159700742,9.71158289008667,2.53932230566699,10.9931668221162,9.10117191189663,12.1022439619973,3.00107205010064,12.6326814302688,0.530437468271569,0.528200668896321,0.453880105401845,0.395590792838875,"che","e","di","è","la",0.0393112007446478,0.0388457958423829,0.140273037542662,0.208470369221222,0.314768848898542,0.409370152032268,0.516785603475023,-0.706238124285828,0.00176171645963738,-0.690361895536741,0.017679543757496
"Amirandar","amir","Georgian","Georgian",45169,12888,336149,37,5.20945336562895,4.21459660413577,7.63412317478614,3.41952657065037,10.3423756051867,2.70825243040056,11.7809787677138,10.1400949071881,12.6975278684588,2.55743296127067,13.0321296021729,0.334601733714125,0.667718707328175,0.603400051453563,0.535100104139547,"და","არა","ეგრე","იგი","რომელ",0.0837742699639133,0.0128406650578937,0.127211140383892,0.161438154486484,0.229382983904891,0.287298811131528,0.359582899776395,-1.49405796058003,0.00608588645097241,-1.83796351340344,0.0778728155119842
"Sindbad","sind","Persian","Arabic",19751,8672,103002,68,6.08746284125034,4.58627254422024,8.45699860071362,3.87072605649337,11.5476280713964,3.09062947068279,12.252923944912,10.3616308989495,13.0188987298971,2.65726783094766,13.249679241846,0.230780511948864,0.698475896414343,0.657155259653795,0.611563906339235,"و","در","از","کى","بر",0.11067794035745,0.0213153764366361,0.180497190015695,0.225963242367475,0.282770492633284,0.317502911245,0.356488279074477,-1.50193535212461,0.00471963658178747,-1.59300435420643,0.0449428054550107
