"line"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"complex.line"	"par_init"	"par_fin"
"dor.shedy.okar.chedy.kcheody.chxar.daly.pchdar.cheor!alo.ry-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"16"	"C"	"dor.shedy.okar.chedy.kcheody.chxar.daly.pchdar.cheor!alo.ry-"	NA	NA
"dar.shedy.okar.shedy.kcheody.chxar.daly.fchdar.cheor.aly.sy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"16"	"F"	"dar.shedy.okar.shedy.kcheody.chxar.daly.fchdar.cheor.aly.sy-"	NA	NA
"shor.shekeeody.dal.shedy.qokar.al.shes!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"17"	"H"	"shor.shekeeody.dal.shedy.qokar.al.shes!!="	0	20
"shor.shekeeody.dal!shedy.qokor.al.shes!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"17"	"C"	"shor.shekeeody.dal!shedy.qokor.al.shes!!="	NA	NA
"shor.shekeeody.dal.shedy.qokar.al!shes.*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"17"	"F"	"shor.shekeeody.dal.shedy.qokar.al!shes.*="	NA	NA
"psheody.cfhol.shofol.okeody.qokoldy.ytarody.shody.shedy.kair-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"18"	"H"	"psheody.cfhol.shofol.okeody.qokoldy.ytarody.shody.shedy.kair-"	7	11
"psheody.cphol.shopol.okeody.qokaldy.ytarody.shody.shedy.kair-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"18"	"C"	"psheody.cphol.shopol.okeody.qokaldy.ytarody.shody.shedy.kair-"	NA	NA
"psheody.cfhol.shofol.okeody.qokaldy.ytarody.shedy.shedy.dair-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"18"	"F"	"psheody.cfhol.shofol.okeody.qokaldy.ytarody.shedy.shedy.dair-"	NA	NA
"sair.ol.daiin.daiin.dal.dol.cheody.dair.aly.dairal.dolar.shy.dos-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"19"	"H"	"sair.ol.daiin.daiin.dal.dol.cheody.dair.aly.dairal.dolar.shy.dos-"	16	0
"sair.ol.daiin.daiin.dal.dol.cheody.dair.aly.dairal.dolar.shy.dor-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"19"	"C"	"sair.ol.daiin.daiin.dal.dol.cheody.dair.aly.dairal.dolar.shy.dor-"	NA	NA
"sair.ol.daiin.daiin.dal.dol.cheody.dair!aly.dairal.dolar.shy.dor-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"19"	"F"	"sair.ol.daiin.daiin.dal.dol.cheody.dair!aly.dairal.dolar.shy.dor-"	NA	NA
"tosheo.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"20"	"H"	"tosheo.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly="	0	94
"toshey.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"20"	"C"	"toshey.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly="	NA	NA
"tosheo.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"20"	"F"	"tosheo.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly="	NA	NA
"todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"21"	"H"	"todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly-"	9	84
"todeeey.keody.chdy.keody.shedy.shekeepy.chdy.sheol.shol.kody.daly-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"21"	"C"	"todeeey.keody.chdy.keody.shedy.shekeepy.chdy.sheol.shol.kody.daly-"	NA	NA
"todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"21"	"F"	"todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly-"	NA	NA
"saiir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"22"	"H"	"saiir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody-"	20	74
"saiir.cheol.kal.sheody.chcthedy.dal.shor.qokeody.chody.kechody-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"22"	"C"	"saiir.cheol.kal.sheody.chcthedy.dal.shor.qokeody.chody.kechody-"	NA	NA
"sa!ir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"22"	"F"	"sa!ir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody-"	NA	NA
"sshedy.oteedy.ykeeody.sheocthy.ol.ld.lshedy.chokeey.chekey.chey-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"23"	"H"	"sshedy.oteedy.ykeeody.sheocthy.ol.ld.lshedy.chokeey.chekey.chey-"	30	65
"rshedy.otee*y.ykeeody.sheocthy.ol.ld.lshedy.choteey.chekey.chey-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"23"	"C"	"rshedy.otee*y.ykeeody.sheocthy.ol.ld.lshedy.choteey.chekey.chey-"	NA	NA
"sshedy.oteedy.ykeeody.sheocthy.ol!ld.lshedy.chokeey.chekey.chey-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"23"	"F"	"sshedy.oteedy.ykeeody.sheocthy.ol!ld.lshedy.chokeey.chekey.chey-"	NA	NA
"ysheeod.qoteeod.qotol.qoky.chckhedy.shey.dcheol.cheky.cheo.dor-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"24"	"H"	"ysheeod.qoteeod.qotol.qoky.chckhedy.shey.dcheol.cheky.cheo.dor-"	40	53
"ysheeod.qoteeod.qotol.qoky.chckhe!y.shey.dcheol.cheky.cheo.dor-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"24"	"C"	"ysheeod.qoteeod.qotol.qoky.chckhe!y.shey.dcheol.cheky.cheo.dor-"	NA	NA
"ysheeod.qoteeod.qotol.qoky.chckhedy.shey.dcheol.cheky.cheo.dor-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"24"	"F"	"ysheeod.qoteeod.qotol.qoky.chckhedy.shey.dcheol.cheky.cheo.dor-"	NA	NA
"ydaiin.shody.otchedy.oteochey.tolchedy.lsheody.qoky.daiin.otam-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"25"	"H"	"ydaiin.shody.otchedy.oteochey.tolchedy.lsheody.qoky.daiin.otam-"	50	44
"ydaiin.shody.oteeedy.oteochey.tolchedy.lsheody.qoky.daiin.otaj-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"25"	"C"	"ydaiin.shody.oteeedy.oteochey.tolchedy.lsheody.qoky.daiin.otaj-"	NA	NA
"ydaiin.shedy.otchedy.oteochey.tolchedy.lsheody.qoky.daiin.otam-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"25"	"F"	"ydaiin.shedy.otchedy.oteochey.tolchedy.lsheody.qoky.daiin.otam-"	NA	NA
"tcheo.sheor.oteody.lpchees.ol.ar.alkey.otey.ltsholy.shecthy.r.ol-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"26"	"H"	"tcheo.sheor.oteody.lpchees.ol.ar.alkey.otey.ltsholy.shecthy.r.ol-"	59	34
"tcheo.sheor.oteody.lpchees!ol.ar.alkey.otey.ltsholy.sheckhy.r.ol-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"26"	"C"	"tcheo.sheor.oteody.lpchees!ol.ar.alkey.otey.ltsholy.sheckhy.r.ol-"	NA	NA
"tcheo.sheor.oteody.lpchees.ol!ar.alkey.otey.ltsholy.shecthy.r!ol-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"26"	"F"	"tcheo.sheor.oteody.lpchees.ol!ar.alkey.otey.ltsholy.shecthy.r!ol-"	NA	NA
"daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"27"	"H"	"daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy-"	71	25
"daiin.sheol.qockhedy.qokedy.lchey.qokaly.shckhy.qotal.otchdy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"27"	"C"	"daiin.sheol.qockhedy.qokedy.lchey.qokaly.shckhy.qotal.otchdy-"	NA	NA
"daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"27"	"F"	"daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy-"	NA	NA
"qokey.ar.ol!keol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"28"	"H"	"qokey.ar.ol!keol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy-"	80	17
"qokey.ar.ol!keol.qokal.sheoky.ykchdy.chody.sheody.qoky.ady-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"28"	"C"	"qokey.ar.ol!keol.qokal.sheoky.ykchdy.chody.sheody.qoky.ady-"	NA	NA
"qokey.ar.ol.keol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"28"	"F"	"qokey.ar.ol.keol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy-"	NA	NA
"dor.aiin.shee!ol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"29"	"H"	"dor.aiin.shee!ol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin-"	90	8
"dor.aiin.shee!ol.lshedy.lchedy.cheedy.shetol.dalol.lodaiin-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"29"	"C"	"dor.aiin.shee!ol.lshedy.lchedy.cheedy.shetol.dalol.lodaiin-"	NA	NA
"dor.aiin.sheeeol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"29"	"F"	"dor.aiin.sheeeol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin-"	NA	NA
"sheol.oteey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"30"	"H"	"sheol.oteey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy-"	99	3
"sheol.okeey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"30"	"C"	"sheol.okeey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy-"	NA	NA
"sheol.oteey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"30"	"F"	"sheol.oteey.ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy-"	NA	NA
"daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"31"	"H"	"daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar-"	107	0
"daiin.shey.qoteoly.raiin.sheedy.shcthy.ek!ol.qokol.dkar-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"31"	"C"	"daiin.shey.qoteoly.raiin.sheedy.shcthy.ek!ol.qokol.dkar-"	NA	NA
"daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"31"	"F"	"daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar-"	NA	NA
"lchey.lkeedy.chety.shekaly.shckhar="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"32"	"H"	"lchey.lkeedy.chety.shekaly.shckhar="	0	0
"lchey.lkeedy.chety.shekaly.shckhar="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"32"	"C"	"lchey.lkeedy.chety.shekaly.shckhar="	NA	NA
"lchey.lkeedy.chety.shekaly.shckhar="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"32"	"F"	"lchey.lkeedy.chety.shekaly.shckhar="	NA	NA
"otcheo.!!!!!!chty.ykchs!che!g="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"W"	"1"	"H"	"otcheo.!!!!!!chty.ykchs!che!g="	0	34
"otcheo.daiin.chty.ynchs!cheim="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"W"	"1"	"C"	"otcheo.daiin.chty.ynchs!cheim="	NA	NA
"otcheo.daiin.chty.ykees.che!g="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"W"	"1"	"V"	"otcheo.daiin.chty.ykees.che!g="	NA	NA
"otcheo.daiin.chty.ykees.che!g="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"W"	"1"	"U"	"otcheo.daiin.chty.ykees.che!g="	NA	NA
"okeodof.sheod.ychoopy.opch.dal.dorshefy.ytody.daldeam-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"1"	"H"	"okeodof.sheod.ychoopy.opch.dal.dorshefy.ytody.daldeam-"	3	24
"okeodof.sheod.ychoopy.opch.dal.dorshefy.ytody.da*deam-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"1"	"F"	"okeodof.sheod.ychoopy.opch.dal.dorshefy.ytody.da*deam-"	NA	NA
"teodal.tchedy.dshey.okshedy.okeedy.dcheeky.daldy.qotal.sy-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"2"	"H"	"teodal.tchedy.dshey.okshedy.okeedy.dcheeky.daldy.qotal.sy-"	11	14
"teodal.tch!dy.dshey.okshedy.okeedy.dcheeky.daldy.qotal.sy-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"2"	"F"	"teodal.tch!dy.dshey.okshedy.okeedy.dcheeky.daldy.qotal.sy-"	NA	NA
"ytos.s.ar.sheeky.okechdy.okchdal.dar.otal.chody.cheky-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"3"	"H"	"ytos.s.ar.sheeky.okechdy.okchdal.dar.otal.chody.cheky-"	20	9
"ytos.s.ar.sheeky.okechdy.okchdal.dar.otal.chody.cheky-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"3"	"F"	"ytos.s.ar.sheeky.okechdy.okchdal.dar.otal.chody.cheky-"	NA	NA
"shokeshy.daiin.cheos.shky.dol.shckhy.dal.ko!dal.chekal.dal-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"4"	"H"	"shokeshy.daiin.cheos.shky.dol.shckhy.dal.ko!dal.chekal.dal-"	30	0
"shokeshy.daiin.cheos.chty.dol.chckhy.dal.ko.dal.chekal.dal-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"4"	"F"	"shokeshy.daiin.cheos.chty.dol.chckhy.dal.ko.dal.chekal.dal-"	NA	NA
"shdy.shedefam.qokedy.chokal.dal="	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"5"	"H"	"shdy.shedefam.qokedy.chokal.dal="	0	16
"shdy.shed.fam.qokedy.chokal.dal="	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"5"	"F"	"shdy.shed.fam.qokedy.chokal.dal="	NA	NA
"tchod.sheody.shckhhd.chos.chor.sheo.keody.chepar.shsopam-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"6"	"H"	"tchod.sheody.shckhhd.chos.chor.sheo.keody.chepar.shsopam-"	5	8
"tchod.sheody.shckhed.chos.chor.sheo.keody.ch!par.sheopam-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"6"	"F"	"tchod.sheody.shckhed.chos.chor.sheo.keody.ch!par.sheopam-"	NA	NA
"qokeos.sheody.chekeor.chody.ko!tody.qotchdy.chckhd.y!tchdy-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"7"	"H"	"qokeos.sheody.chekeor.chody.ko!tody.qotchdy.chckhd.y!tchdy-"	14	0
"qokeos.sheody.cheke*r.chody.ko.tody.qotchdy.chckh!!y.tchdy-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"7"	"F"	"qokeos.sheody.cheke*r.chody.ko.tody.qotchdy.chckh!!y.tchdy-"	NA	NA
"dchek!csdy.cheody.qokchdy.qokol.keedy.cheky.chety.kody="	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"8"	"H"	"dchek!csdy.cheody.qokchdy.qokol.keedy.cheky.chety.kody="	0	36
"dchckheedy.cheody.qokchdy.qokol.keedy.cheky.chety.kody="	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"8"	"F"	"dchckheedy.cheody.qokchdy.qokol.keedy.cheky.chety.kody="	NA	NA
"pody.sheody.chpa!dar.sheey.feedly.cheos!eesey.kchy.qofchal-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"9"	"H"	"pody.sheody.chpa!dar.sheey.feedly.cheos!eesey.kchy.qofchal-"	8	26
"pody.sheody.chpa.dar.sheey.feedly.cheos.eesey.kchy.aopchal-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"9"	"F"	"pody.sheody.chpa.dar.sheey.feedly.cheos.eesey.kchy.aopchal-"	NA	NA
"dshol.keedy.qokyr.okaiin.dol.kal.daiin.otal.dakar.okag-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"10"	"H"	"dshol.keedy.qokyr.okaiin.dol.kal.daiin.otal.dakar.okag-"	16	16
"dshal.keedy.qokyr.okaiin.dol.kal.daiin.otal.dakar.otam-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"10"	"F"	"dshal.keedy.qokyr.okaiin.dol.kal.daiin.otal.dakar.otam-"	NA	NA
"yteeod.aiin.shekeod.s.aiin.ykofar.otaiin.otar.chedy.kara-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"11"	"H"	"yteeod.aiin.shekeod.s.aiin.ykofar.otaiin.otar.chedy.kara-"	26	8
"yteeod.aiin.shekeod.s!aiin.ykofar.otaiin.otar.chedy.kara-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"11"	"F"	"yteeod.aiin.shekeod.s!aiin.ykofar.otaiin.otar.chedy.kara-"	NA	NA
"qekar.okedy.cheky.dal.chekal.chckhy.kal.kal.dar.chkchody-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"12"	"H"	"qekar.okedy.cheky.dal.chekal.chckhy.kal.kal.dar.chkchody-"	36	0
"qekar.okedy.cheky.dal.chekal.chckhy.kal.kal.dar.chkchody-"	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"12"	"F"	"qekar.okedy.cheky.dal.chekal.chckhy.kal.kal.dar.chkchody-"	NA	NA
"ydees.shey.daiin.dal!kal-ykedaiin.shedar.okchdy.oty="	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"13"	"H"	"ydees.shey.daiin.dal!kal-ykedaiin.shedar.okchdy.oty="	0	55
"ydees.shey.daiin.dal.kal-ykedaiin.shedar.okchdy.oty="	"f66v"	"H"	"H"	"H"	"B"	NA	NA	"5"	"P"	"13"	"F"	"ydees.shey.daiin.dal.kal-ykedaiin.shedar.okchdy.oty="	NA	NA
"teeodaiin.shey.epairody.osaiin.yteeoey.shey.epaiin.o!aiin-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"1"	"H"	"teeodaiin.shey.epairody.osaiin.yteeoey.shey.epaiin.o!aiin-"	8	44
"teeodaiin.shey.epainody.osaiin.yta!oey.shey.epaiin.o.aiir-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"1"	"C"	"teeodaiin.shey.epainody.osaiin.yta!oey.shey.epaiin.o.aiir-"	NA	NA
"teeodaiin.shey.epairody.osaiin.yteeoey.shey.epaiin.o!aiin-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"1"	"F"	"teeodaiin.shey.epairody.osaiin.yteeoey.shey.epaiin.o!aiin-"	NA	NA
"teeodaiin.shey.epairody.osaiin.yteeoey.shey.cpaiin.o,aiin-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"1"	"U"	"teeodaiin.shey.epairody.osaiin.yteeoey.shey.cpaiin.o,aiin-"	NA	NA
"daiir.okeody.qoeksh!g.sar.oeteody.oteey.keey.keo.keeodal-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"2"	"H"	"daiir.okeody.qoeksh!g.sar.oeteody.oteey.keey.keo.keeodal-"	16	36
"daiir.okeody.qoekchey.sar.aeteedy.oteey.keey.keo.keeod**-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"2"	"C"	"daiir.okeody.qoekchey.sar.aeteedy.oteey.keey.keo.keeod**-"	NA	NA
"daiir.okeody.qoekeee*.sar.oeteody.oteey.keey.keo.keeodal-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"2"	"F"	"daiir.okeody.qoekeee*.sar.oeteody.oteey.keey.keo.keeodal-"	NA	NA
"daiir.okeody.qoeke!sy.sar.oekeody.oteey.keey.teo.keeodal-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"2"	"G"	"daiir.okeody.qoeke!sy.sar.oekeody.oteey.keey.teo.keeodal-"	NA	NA
"daiir.okeody.qoekeesy.sar.oeteody.oteey.keey.keo.keeodal-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"2"	"U"	"daiir.okeody.qoekeesy.sar.oeteody.oteey.keey.keo.keeodal-"	NA	NA
"ycheo.s.o.g.cheos.aiin.okesoe.ar!am.shees.dalaiin.dam-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"3"	"H"	"ycheo.s.o.g.cheos.aiin.okesoe.ar!am.shees.dalaiin.dam-"	25	0
"ycheo!s.o.j.eeeor.aiin.okesoe.ar.aj.shchy.dy*aiin.daj-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"3"	"C"	"ycheo!s.o.j.eeeor.aiin.okesoe.ar.aj.shchy.dy*aiin.daj-"	NA	NA
"ycheo.s!aim.cheos.aiin.okesoe.ar!am.shees.dalaiin.dam-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"3"	"F"	"ycheo.s!aim.cheos.aiin.okesoe.ar!am.shees.dalaiin.dam-"	NA	NA
"ycheo.s.aim.cheos.aiin.okesoe.ar.am.shees.dalaiin.dam-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"3"	"G"	"ycheo.s.aim.cheos.aiin.okesoe.ar.am.shees.dalaiin.dam-"	NA	NA
"ycheo.s.aim.cheos.aiin.okesoe.ar.am.shees.dalaiin.dam-"	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"3"	"U"	"ycheo.s.aim.cheos.aiin.okesoe.ar.am.shees.dalaiin.dam-"	NA	NA
"cheo!daiin.chekeey.s!ar.air.s!oar.cheey.dair.cthey="	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"4"	"H"	"cheo!daiin.chekeey.s!ar.air.s!oar.cheey.dair.cthey="	0	0
"cheo!daiin.!aekeey.s!ar.ain.s!oar.cheey.dain.cthey="	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"4"	"C"	"cheo!daiin.!aekeey.s!ar.ain.s!oar.cheey.dain.cthey="	NA	NA
"cheo.daiin.!aekeey.s!ar.air.s!oar.cheey.dair.cthey="	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"4"	"F"	"cheo.daiin.!aekeey.s!ar.air.s!oar.cheey.dair.cthey="	NA	NA
"cheo!daiin.chekeey.s,ar.air.s,oar.cheey.dair.cthey="	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"P"	"4"	"U"	"cheo!daiin.chekeey.s,ar.air.s,oar.cheey.dair.cthey="	NA	NA
"soairal.shdy.chokeody.ykeedal.ol.oteodaiin.choikhedy.ot.chteokeeiin.choteedy.otor.epchy.chpiir.ar.sheees.!dady.soeteed.octhchy.soeokeot.y.choteoky.chockhy.okees.sor.aiin.daram.seeder.chdar.dar.deeschdy.dar.dar.ar.otar.dar.ykaras="	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"R"	"1"	"H"	"soairal.shdy.chokeody.ykeedal.ol.oteodaiin.choikhedy.ot.chteokeeiin.choteedy.otor.epchy.chpiir.ar.sheees.!dady.soeteed.octhchy.soeokeot.y.choteoky.chockhy.okees.sor.aiin.daram.seeder.chdar.dar.deeschdy.dar.dar.ar.otar.dar.ykaras="	0	0
"soainal.shdy.chokeody.ykeedal.ol.oteodaiin.chocthedy.ot.chteoka!iin.choteedy.otor.epchy.chpiir.ar.sheeer.*eedy.soeteed.*cthchy.soe*keot.y.choteoky.chockhy.okees.sor.aiin.daraj.seedir.chdar.dar.da!rchdy.dar!dar!ar.otar.dar.okarar="	"f67r1"	"A"	"I"	"A"	NA	NA	NA	"4"	"R"	"1"	"C"	"soainal.shdy.chokeody.ykeedal.ol.oteodaiin.chocthedy.ot.chteoka!iin.choteedy.otor.epchy.chpiir.ar.sheeer.*eedy.soeteed.*cthchy.soe*keot.y.choteoky.chockhy.okees.sor.aiin.daraj.seedir.chdar.dar.da!rchdy.dar!dar!ar.otar.dar.okarar="	NA	NA
