"langs","codes","fams","subgroups","scripts","word.len","word.size","char.len","char.size","char.h0","char.h1","char.H2","char.h2","char.H3","char.h3","word.mawe10000.h0","word.mawe10000.h1","word.mawe10000.H2","word.mawe10000.h2","word.mawe10000.H3","word.mawe10000.h3","mattr500","mattr1000","mattr2000","word1","word2","word3","word4","word5","word1.prop","word2.prop","word5.prop","word10.prop","word25.prop","word50.prop","word100.prop","beta","beta.error","beta.100","beta.100.error"
"Avar","av","Caucasian","Caucasian","Cyrillic",120967,33304,948289,37,5.20945336562895,4.44634666252605,7.93383475302905,3.487488090503,10.8972446731232,2.96340992009415,11.975294882573,11.0859764675181,12.7140631422085,1.62808667469037,12.8971785099225,0.183115367714051,0.688450581343904,0.637762398830839,0.587454922271009,"ва","буго","гьеб","ккола","категория",0.0160622318483553,0.00942405780088785,0.0447808079889557,0.0633974555043938,0.0981259351724024,0.136500037200228,0.186298742632288,-0.696212614252784,0.000269568859175748,-0.828640723895853,0.00754089713119202
"Chechen","ce","Caucasian","Caucasian","Cyrillic",178648,34371,1210953,35,5.12928301694497,4.371342149876,7.89878802940626,3.52744587953026,10.8657353332481,2.96694730384185,11.8537133641695,10.4781593405237,12.8059601226301,2.32780078210637,13.1241094561672,0.318149333537132,0.626043786803563,0.561910131733223,0.501865706447188,"а","ю","ду","иза","шеран",0.0521752272625498,0.00967265236666517,0.0839024226411715,0.105772244861403,0.150956070037168,0.195014777663338,0.25666674130133,-1.24650271176017,0.00266657334081919,-1.65176917598868,0.0561305483516641
"Ingush","inh","Caucasian","Caucasian","Cyrillic",55207,15818,365498,37,5.20945336562895,4.40420096016951,8.08961518693222,3.68541422676271,11.1829994548019,3.09338426786971,11.8568310499726,10.5606105096045,12.3332925933086,1.77268208370411,12.5845021887176,0.251209595409002,0.629547808678243,0.582764406487233,0.530427136347497,"а","в","га","я","да",0.0180593040737588,0.0115021645805785,0.0605176879743511,0.0963827050917456,0.156773597551035,0.209846577426776,0.276903291249298,-0.655073086536488,0.000822887178109173,-0.67246127481882,0.0157627571724352
"Kabardian Circassian","kbd","Caucasian","Caucasian","Cyrillic",116025,33991,883684,34,5.08746284125034,4.49863713331451,7.8974965960949,3.39885946278039,10.8050199145716,2.90752331847671,12.082726199967,10.9231679621592,12.8308152981259,1.90764733596672,13.0680528789265,0.237237580800567,0.697802575107296,0.644948717948718,0.592016949152542,"и","я","нэхъ","гъэм","а",0.0359405300581771,0.0195906054729584,0.0754837319543202,0.0941779788838612,0.132402499461323,0.175384615384615,0.230277957336781,-0.928182892898734,0.00083226573035833,-1.15810770034705,0.0162556485987639
"Lak","lbe","Caucasian","Caucasian","Cyrillic",19692,7705,145125,35,5.12928301694497,4.39336000713564,7.96243935972211,3.56907935258647,10.8860397764232,2.92360041670109,12.0748947205749,11.0436314355508,12.6866150234857,1.64298358793486,12.9761689283656,0.28955390487998,0.635101041666667,0.590676878612717,0.545431796690307,"ва","бур","категория","шинал","зурул",0.0118829981718464,0.00969937030266098,0.0474812106439163,0.0751574243347552,0.127716839325614,0.177432459882186,0.238574040219378,-0.595021105275555,0.00135450523274843,-0.595431652926809,0.0179045056729125
"Lezgian","lez","Caucasian","Caucasian","Cyrillic",181758,34927,1341518,35,5.12928301694497,4.388710423761,7.8991810901339,3.5104706663729,10.8459790156276,2.94679792549366,11.8303540319417,10.6782613475571,12.6859438234796,2.00768247592252,12.9625671227797,0.276623299300046,0.641059885850583,0.582509756734031,0.525556476515521,"ва","я","авай","тир","и",0.020219192552735,0.0151300080326588,0.0560635570373794,0.0797323914215605,0.123554396505243,0.17672949746366,0.246261512560658,-0.699149962455447,0.000369957322810548,-0.834753485457598,0.0106222895621456
"Breton","br","Celtic","Celtic","Latin",225449,26570,1208324,34,5.08746284125034,4.13394355287166,7.5442310271124,3.41028747424074,10.4587184799488,2.91448745283643,11.3035510713558,9.24550577327612,12.3042725118372,3.05876673856113,13.0063226566132,0.702050144775986,0.495457518308732,0.430448410430258,0.37214304036351,"ar","e","a","an","c",0.0460059703081406,0.0376226995905948,0.159694653779791,0.220568731730901,0.328273800282991,0.400143713212301,0.468407489055174,-0.75611530319607,0.00093219800698234,-0.736227395763771,0.0199223167304639
"Cornish","kw","Celtic","Celtic","Latin",84259,13076,480704,33,5.04439411935845,4.14117833175302,7.62374705520646,3.48256872345343,10.5773311542285,2.95358409902201,11.3377617721765,9.45803457324653,12.2285269870588,2.77049241381227,12.7951394366138,0.566612449555017,0.513889287427749,0.455285759709289,0.400623013378827,"a","an","yn","ha","n",0.0455262939270582,0.0440190365420905,0.157917848538435,0.216783963730877,0.286509452996119,0.340628300834332,0.412703687439917,-0.771461242435965,0.00140618057787521,-0.800558455302806,0.0264610198829535
"Irish","ga","Celtic","Celtic","Latin",280774,29495,1630276,32,5,4.10735320895827,7.50704864408022,3.39969543512195,10.3721223213584,2.86507367727819,11.334248979855,9.33875643406328,12.3540062558784,3.01524982181512,12.9617372810564,0.607731025177976,0.526684494895706,0.457454164252807,0.396713618120842,"an","na","a","agus","ar",0.0541467514798379,0.0323605462044206,0.165734719026691,0.227029568264868,0.316781468369578,0.380715450860835,0.450077286358423,-0.80643073255685,0.00064962221531605,-0.822093676614031,0.0164503844607798
"Manx","gv","Celtic","Celtic","Latin",149874,18678,891933,36,5.16992500144231,4.10133159686455,7.55159934331741,3.45026774645286,10.4261284676253,2.8745291243079,11.2903932572605,9.31404984535968,12.2245357572035,2.91048591184378,12.9477743740444,0.723238616840956,0.488119572192513,0.422482990083905,0.364610181430096,"ny","as","y","yn","ta",0.0368442825306591,0.0326407515646476,0.136080974685402,0.208441757743171,0.292258830751164,0.362137528857574,0.441037137862471,-0.714342272370812,0.00113370839864936,-0.698729013660288,0.0224198070888812
"Scottish Gaelic","gd","Celtic","Celtic","Latin",98551,17046,602579,38,5.24792751344359,4.06448630149387,7.43760381103731,3.37311750954344,10.2598568696953,2.82225305865799,11.34304098402,8.96986719342075,11.482314791587,2.51244759816624,12.2752941857171,0.792979394130121,0.46336660724896,0.406782782452474,0.360699909255898,"an","a","ann","na","e",0.0605371837931629,0.0408417976479183,0.173290986392832,0.243802701139512,0.335643473937352,0.412466641637325,0.485373055575286,-0.825381551799899,0.000708252510135498,-0.84373445112708,0.0130300295014713
"Welsh","cy","Celtic","Celtic","Latin",170854,24785,1075706,33,5.04439411935845,4.18603471339538,7.78563714199863,3.59960242860325,10.8139687844385,3.02833164243988,11.5428970376047,9.7060382329625,12.1535008734139,2.44746264045141,12.6596834133266,0.50618253991274,0.59186546403674,0.522701562649794,0.461871711780404,"yn","m","a","y","r",0.0261041591066056,0.0259110117410186,0.115601624779051,0.169922858112775,0.237904877848924,0.307906165498028,0.397491425427558,-0.67296105796662,0.00111167185787042,-0.640673943151596,0.0257846244279134
"Esperanto","eo","Constructed","Constructed","Latin",465324,65700,2914899,39,5.28540221886225,4.16954356378541,7.580786892466,3.41124332868059,10.5231992492224,2.94241235675644,11.7372486958544,9.59769160897321,12.5007458205315,2.90305421155831,13.1053583526981,0.604612532166555,0.553072363448303,0.498676760451439,0.448709885507566,"la","de","kaj","en","estas",0.0861227875630743,0.0565992727647832,0.213911167272696,0.249935528792841,0.30210348058557,0.348204691784649,0.398760863398406,-1.03116078869265,0.000655892167433611,-1.08546553044231,0.0224966702081054
"Ido","io","Constructed","Constructed","Latin",282584,30402,1746660,35,5.12928301694497,4.12025640980046,7.536821763529,3.41656535372854,10.4438225213887,2.90700075785966,11.5089269833381,9.30600619015444,11.8872385408112,2.58123235065671,12.639123549832,0.751885009020892,0.53508110381962,0.478071155428627,0.422381246382404,"di","ma","la","en","e",0.0740240070209212,0.042373241230926,0.198404722135719,0.249968151063047,0.312462842906888,0.378237975256915,0.450195340146647,-0.917300076227905,0.000650184629225357,-0.976955256967415,0.0179599719858092
"Interlingua","ia","Constructed","Constructed","Latin",156253,19893,972274,30,4.90689059560852,4.01603614804462,7.31159306273847,3.29555691469385,10.0606040942164,2.74901103147798,11.4633370572854,9.23464977182194,12.532510792252,3.29786102043006,13.1156465055283,0.583135713276356,0.496514465392921,0.44372629087888,0.396538324911192,"le","de","del","e","in",0.0758257441457124,0.0444919457546415,0.205148061157226,0.277709867970535,0.361106666751998,0.408401758686233,0.460605556373318,-0.898949305299926,0.000824097971402011,-0.925344091198667,0.0168087110483278
"Interlingue","ie","Constructed","Constructed","Latin",81461,15440,492025,38,5.24792751344359,4.11413309486038,7.60923849017134,3.49510539531096,10.5393733682321,2.9301348780608,11.196421432702,9.05937035347169,11.8891865211547,2.82981616768296,12.5783784631815,0.689191942026877,0.471156355216055,0.419005925612401,0.374469533062887,"li","de","in","del","es",0.0678484182614994,0.0440824443598777,0.190790685113122,0.251936509495341,0.314641362124207,0.3817041283559,0.452191846405028,-0.88063052526975,0.00106012949267707,-0.921522674020058,0.0196746348497755
"Lingua Franca Nova","lfn","Constructed","Constructed","Latin",219852,24557,1173626,30,4.90689059560852,3.92024631360635,7.15272460114182,3.23247828753547,9.98259624617516,2.82987164503334,11.2956186475315,8.89255951752254,12.2295763009937,3.33701678347113,13.0601627627149,0.830586461721214,0.455876084710744,0.4015126973965,0.353199558217161,"la","de","e","es","ia",0.0862170914979168,0.059735640339865,0.228994960245984,0.305828466422866,0.378850317486309,0.432518239542965,0.491385113621891,-0.925780201800839,0.000911770528591045,-0.958294338745023,0.0200430084536616
"Lojban","jbo","Constructed","Constructed","Latin",215747,14426,896007,28,4.8073549220576,3.96236345973645,6.98406607946739,3.02170261973093,9.3576462315039,2.37358015203651,10.2034172674265,6.6088324002792,8.91264112473813,2.30380872445893,9.87463986311263,0.961998738374507,0.254913705203179,0.214058679161089,0.182859250779113,"i","cu","la","o","zoi",0.0745410133165235,0.065632430578409,0.298664639601014,0.473058721558121,0.6332509837912,0.70782444251832,0.760840243433281,-0.751561143025337,0.00227102766853672,-0.669678523024192,0.0279571914200865
"Novial","nov","Constructed","Constructed","Latin",99204,8091,616905,27,4.75488750216347,4.08159342954673,7.35344126869036,3.27184783914362,9.69418318845321,2.34074191976285,9.53664965752158,7.63818647685834,9.43490281575102,1.79671633889268,10.0803033692295,0.645400553478518,0.346413833875259,0.258013529411765,0.20218219269103,"left","align","li","de","f",0.0563586145719931,0.0563283738558929,0.203268013386557,0.290996330793113,0.417604128865772,0.521914438933914,0.661908794000242,-0.737800795395321,0.00190180289530797,-0.755734138552496,0.0250494522932326
"Volapük","vo","Constructed","Constructed","Latin",100332,18416,661589,32,5,4.35462524875185,7.97153321212271,3.61690796337086,10.8608963387746,2.88936312665194,11.0033376750122,9.36669461081022,11.1345009770639,1.76780636625371,11.4384226829415,0.303921705877588,0.526802493556315,0.454567338661577,0.396594141270966,"in","volapük","e","ün","fa",0.0168540445720209,0.0158274528565164,0.0692700235219073,0.111818761711119,0.20729179125304,0.305117011521748,0.426523940517482,-0.601377259270854,0.00126381498842215,-0.494820570841308,0.0125413864323563
"Bislama","bi","Creole","English Creole","Latin",16804,3625,93438,37,5.20945336562895,4.14318735906593,7.5777833014007,3.43459594233477,10.3003522041375,2.72256890273685,11.0077749043536,8.78565399227487,11.3299450310159,2.54429103874106,12.0929835889453,0.763038557929413,0.399826625386997,0.35582382206614,0.323278330569375,"i","blong","long","hem","f",0.0605213044513211,0.0451083075458224,0.187574387050702,0.254760771244942,0.361164008569388,0.453106403237324,0.547429183527732,-0.795960711266366,0.00188513619487526,-0.797529414325338,0.0135539895795868
"Jamaican Patois","jam","Creole","English Creole","Latin",94546,14103,530035,27,4.75488750216347,4.07064753902004,7.48804630773859,3.41739876871854,10.3947732368852,2.90672692914661,11.4668390793189,9.44992560495227,12.5248735974446,3.07494799249237,13.0718661321981,0.546992534753501,0.539050343249428,0.484659147869674,0.433023313492063,"di","a","ah","ina","fi",0.0762803291519472,0.0571150551054513,0.199395003490364,0.241088993717344,0.311224166014427,0.365018086434117,0.429536944979164,-0.945540012107409,0.00128292379176156,-1.01474164973239,0.0228835978310797
"Norfolk","pih","Creole","English Creole","Latin",14722,4347,84456,31,4.95419631038687,4.12526996571372,7.73782599551078,3.61255602979706,10.7869405843976,3.04911458888681,11.1825140121056,9.40847485883157,12.0068355779294,2.59836071909778,12.4652639166695,0.458428338740173,0.524203003003003,0.462731855955679,0.423809729916898,"t","a","o","i","es",0.0480912919440293,0.0343703301181905,0.149232441244396,0.217090069284065,0.297242222524114,0.365779106099715,0.439342480641217,-0.781502369324486,0.00175849522827807,-0.799791612550697,0.0169296918254756
"Sranan","srn","Creole","English Creole","Latin",73118,5166,364486,31,4.95419631038687,3.97793979483998,7.08215149397234,3.10421169913236,9.27684324746499,2.19469175349265,8.63567835237345,6.78004088967123,8.45676224703635,1.67672135736512,8.89368380016578,0.436921553129433,0.22794119681771,0.167329134218965,0.135854397331142,"e","ben","a","disi","fu",0.0713230668234908,0.0643206871085095,0.258103339806887,0.389575754260237,0.558781695341776,0.669397412401871,0.8005279137832,-0.744823098163379,0.00276507705777375,-0.692895663724978,0.0205553460681482
"Tok Pisin","tpi","Creole","English Creole","Latin",38863,6676,222269,33,5.04439411935845,4.05432985465626,7.42880482290701,3.37447496825075,10.1532250271603,2.72442020425334,11.0783978859131,8.83362041463507,11.9258324796212,3.0922120649861,12.8032298293953,0.877397349774089,0.409767959313414,0.3547123629557,0.309689107763615,"i","long","bilong","ol","na",0.058024341919049,0.0575869078558011,0.20482206726192,0.260684970280215,0.342588065769498,0.421609242724442,0.516172194632427,-0.791361443967904,0.0022336994096951,-0.816760014227491,0.0274034850892824
"Haitian","ht","Creole","French Creole","Latin",85827,12262,475296,34,5.08746284125034,4.16816911961467,7.55683763346932,3.38866851385465,10.3523794616339,2.79554182816457,10.4844334881227,8.56833299429704,11.0885826252205,2.5202496309235,11.566480187994,0.477897562773438,0.430631889623782,0.373891791569416,0.327105001209251,"nan","yo","se","ak","yon",0.0512659186503082,0.0324373448914677,0.149463455555944,0.228051778577837,0.353070712013702,0.435667097766437,0.513964137159635,-0.764997325137865,0.00109777454309372,-0.750778422644822,0.0143860643610026
"Papiamentu","pap","Creole","Portuguese Creole","Latin",234470,23078,1239993,37,5.20945336562895,4.06454528308394,7.44010498417526,3.37555970109133,10.3522628567128,2.91215787253755,11.0290665441894,8.57202113165555,12.0581230546667,3.48610192301118,12.9479512898307,0.889828235163963,0.422816948691194,0.364626165685831,0.316891092679409,"di","e","ta","a","i",0.0687550646138099,0.0676035313686186,0.224143813707511,0.311105898409178,0.394097325883908,0.454279865227961,0.51590821853542,-0.829146326663072,0.00132172642025308,-0.824479693336698,0.026068326260098
"Zamboanga Chavacano","cbk_zam","Creole","Spanish Creole","Latin",306250,36404,1844820,35,5.12928301694497,4.13341593204922,7.52821054802649,3.39479461597727,10.4309183561773,2.9027078081508,11.4977645724217,9.27777917818134,12.3575411533284,3.07976197514708,13.0187750229574,0.661233869628961,0.499135399673736,0.442384364820847,0.394279220779221,"de","el","la","en","y",0.0729926530612245,0.0360032653061224,0.192656326530612,0.256398367346939,0.344342857142857,0.388257959183673,0.434752653061225,-0.907848187636042,0.000555212061254399,-0.936048880819157,0.0155288052677831
"Kannada","kn","Dravidian","Dravidian","Kannada",543980,130703,4528033,70,6.12928301694497,4.84703838116283,8.68045260079574,3.83341421963291,11.7057313612329,3.02527876043718,12.3269766330561,11.440052648837,13.0470664516589,1.60701380282189,13.1897571770383,0.142690725379477,0.730775045955882,0.683260241596639,0.635272894385027,"ಮತ್ತು","ಈ","ರಲ್ಲಿ","ಒಂದು","ಎಂದು",0.0183186881870657,0.0105831096731497,0.0423875877789625,0.0568789293724034,0.0882146402441266,0.119508070149638,0.158974594654215,-0.774836624064571,0.00021562425111621,-0.97893545927905,0.0117242041224511
"Malayalam","ml","Dravidian","Dravidian","Malayalam",460277,142026,4684305,82,6.35755200461808,4.93575578982433,8.73458620604865,3.79883041622432,11.6046656774583,2.87007947140964,12.4214778846593,11.7495425894413,12.9981003720034,1.24855778256201,13.1127547328118,0.114654360808421,0.773645801730186,0.733407339248377,0.693144083954553,"ഒരു","ഈ","എന്ന","ൽ","അദ്ദേഹം",0.00823634463594748,0.00733036845204084,0.0293605806937996,0.04001720702968,0.0641613637005542,0.0904368456386046,0.12558524540657,-0.638256550105182,0.000213870319419554,-0.725338289715356,0.01895468056041
"Tamil","ta","Dravidian","Dravidian","Tamil",475986,118916,4485864,49,5.61470984411521,4.49309176272774,7.87765209067671,3.38456032794897,10.5371226830124,2.65947059233573,12.356827621465,11.5644170183701,13.0135013518423,1.44908433347213,13.1617587587226,0.148257406880347,0.733348955631635,0.687805921557264,0.641019605727487,"மற்றும்","ஒரு","ஆம்","படிமம்","இது",0.0074266890202653,0.0072607177522028,0.0254440256646204,0.0394024193988899,0.0683108326715492,0.0986478593908224,0.137653208287639,-0.606802487786637,0.000248389792784749,-0.648788102470582,0.0139996317041457
"Telugu","te","Dravidian","Dravidian","Telugu",499679,112362,4050780,71,6.14974711950468,4.81237592668821,8.63815792442033,3.82578199773212,11.734925042843,3.09676711842272,12.2119277738049,11.2260645852359,12.8591539069542,1.63308932171831,13.0525526412579,0.193398734303755,0.706770044692737,0.655376456553756,0.602285655747469,"ఈ","మరియు","ఉంది","లో","నుండి",0.0113713003748406,0.00866556329163323,0.0372419093057743,0.0571326791800336,0.0881085656991789,0.119890970002742,0.164647703825856,-0.651507218000196,0.000209658207783032,-0.731174629352411,0.0142247773631424
"Tulu","tcy","Dravidian","Dravidian","Kannada",249534,69766,1885690,71,6.14974711950468,4.79290262426751,8.55618269205413,3.76328006778662,11.6406958534909,3.08451316143674,12.3308338010646,11.5308526706509,13.0319131480721,1.50106047742127,13.1747352757595,0.14282212768737,0.713498352941176,0.671769647940075,0.627458680573664,"ಈ","ಒಂಜಿ","ಬೊಕ್ಕ","ಉಂಡು","ತುಳು",0.00922118829498185,0.00784662611107104,0.0342358155602042,0.050987039842266,0.0828824929668903,0.11543517115904,0.157477538131076,-0.623238804952149,0.000320589944804905,-0.658762035266528,0.0153558319357972
"Afrikaans","af","Germanic","Dutch","Latin",437036,41438,2797272,32,5,4.07451447726214,7.52583519491744,3.4513207176553,10.4213495643861,2.8955143694687,11.4124707012617,9.10917991868159,12.2215076418428,3.11232772316122,12.9461522516241,0.724644609781298,0.516348952380952,0.45038203957382,0.391061978808554,"die","van","en","in","n",0.0826636707273543,0.0389647534756862,0.202033699740982,0.258786461527197,0.332684263996559,0.394297037315004,0.457273542682983,-0.960437037961969,0.000352292016177255,-1.01525750681758,0.0116531563365653
"Alemannic","als","Germanic","High German","Latin",349723,65263,2193017,38,5.24792751344359,4.31661537670885,7.92054813784463,3.60393276113578,11.0587813203154,3.13823318247075,11.8469875272456,10.1500642668585,12.8132992896,2.66323502274149,13.193269761433,0.379970471832971,0.568491146700833,0.510300659948627,0.461939985075864,"d","de","isch","dr","und",0.0222947875890348,0.0212482450396457,0.095032354177449,0.153979006242083,0.239352287381728,0.308810115434215,0.367373607111914,-0.666091606320344,0.000724221996996936,-0.573121438943136,0.0212367317889857
"Anglo Saxon","ang","Germanic","Anglic","Latin",132845,32440,851117,44,5.4594316186373,4.40369073286937,8.15518499795187,3.7514942650825,11.3446399208296,3.18945492287774,11.9201586673761,10.4484100732898,12.7133074007937,2.26489732750393,13.0103349871462,0.297027586352487,0.608490683229814,0.559837522801086,0.51786403779917,"and","the","in","of","is",0.025623847340886,0.0226504572998607,0.104324588806504,0.142617335993075,0.211073055064173,0.259490383529677,0.308442169445594,-0.709493203176373,0.000897678230803923,-0.683759105085438,0.0236265545243474
"Bavarian","bar","Germanic","High German","Latin",276978,58108,1738331,35,5.12928301694497,4.24258714990717,7.87662891800645,3.63404176809928,11.046093518592,3.16946460058557,11.8735979471657,10.1312117427962,12.7507309095329,2.61951916673671,13.1293610674025,0.378630157869663,0.577513677627902,0.524032535270537,0.479079224963587,"de","da","und","in","a",0.0308833192527926,0.0256446360360751,0.121244286549834,0.179956530843605,0.244228783513492,0.303439262324084,0.360006931958495,-0.724028144364091,0.000749487849101402,-0.68661708296689,0.0244887552470051
"Danish","da","Germanic","North Germanic","Latin",470640,61138,3078289,33,5.04439411935845,4.18633843222411,7.74681393986508,3.56047550764097,10.726668052201,2.97985411233594,11.6663706281605,9.83036721227444,12.6998888708583,2.86952165858382,13.0948398988474,0.394951027989158,0.562875037913254,0.502939755838641,0.44934375,"i","og","af","er","en",0.0371621621621622,0.0335585585585586,0.123255566887642,0.182857385687574,0.281346676865545,0.332449430562638,0.387788968213497,-0.747372190175782,0.000608284211929844,-0.727111289739124,0.0206569951964948
"Dutch","nl","Germanic","Dutch","Latin",898128,79343,5837024,32,5,4.10803046262875,7.51884827207856,3.41081780944982,10.4350414494121,2.91619317733354,11.5172256083915,9.33956807138658,12.4900314062389,3.15046333485231,13.1285417407004,0.638510334461519,0.519667292710072,0.457777669632925,0.403545833333333,"de","van","het","in","en",0.0716835462205833,0.039491030231771,0.194667129852315,0.253159905937684,0.330926104074252,0.38692591701851,0.436150526428304,-0.905524775036036,0.000435888758882034,-0.931841529063538,0.0171949669594095
"Dutch Low Saxon","nds_nl","Germanic","Low German","Latin",186629,31809,1158671,35,5.12928301694497,4.07814221698309,7.51852216321375,3.44037994623066,10.4472517325808,2.92872956936709,11.6396127698595,9.60424668321317,12.5601209148364,2.95587423162321,13.1069263650172,0.546805450180862,0.523078680097832,0.468020565705687,0.420758997733654,"de","van","t","in","en",0.0625144002271887,0.0320207470435999,0.183722786919503,0.239823392934646,0.305172293694978,0.358936714015507,0.417480670206667,-0.8697100401592,0.000810078001145706,-0.900843381710531,0.0211173065529748
"English","en","Germanic","Anglic","Latin",1881447,82745,11468763,28,4.8073549220576,4.13257595879598,7.58089460882854,3.44831865003256,10.5179389818433,2.93704437301472,11.3563769251332,9.22219720145693,12.4484127913991,3.22621558994215,13.100462902761,0.652050111361876,0.50878220825523,0.442659643817444,0.383502360411478,"the","of","and","in","to",0.0690973490085025,0.0391198901696407,0.186323611560676,0.240459603698643,0.316977836739488,0.366908023452162,0.416425761661104,-0.905905377912343,0.000351804602834444,-0.937880561191855,0.0151923555681231
"Faroese","fo","Germanic","North Germanic","Latin",167401,29402,1093895,36,5.16992500144231,4.39427726208438,8.00074410380596,3.60646684172158,10.936010104505,2.93526600069902,11.787524336209,10.0208882466281,12.7172823575288,2.69639411090071,13.0651345737794,0.347852216250651,0.591441709159936,0.531166503384396,0.475958227116685,"í","og","er","at","á",0.046242256617344,0.0324191611758592,0.123350517619369,0.172979850777474,0.247125166516329,0.312286067586215,0.382512649267328,-0.818752607844785,0.000395210483136295,-0.875151460951175,0.0117316145548937
"German","de","Germanic","High German","Latin",1461075,160396,10668182,32,5,4.21192198996995,7.69694195212923,3.48501996215928,10.6690292841644,2.97208733203512,11.7397136713328,9.94452701113637,12.7861755847988,2.84164857366246,13.1717472632614,0.385571678462594,0.585663815714449,0.519655494756042,0.460964877676327,"der","die","und","in","von",0.0359413445579453,0.0303201409920778,0.126619783378677,0.172059613640641,0.252426466813819,0.320103348561847,0.373999965778622,-0.75566219711214,0.000359890788635762,-0.73227166224521,0.0188594547504505
"Gothic","got","Germanic","Other Germanic","Gothic",40358,11109,315083,32,5,4.07640385102924,7.47239252377151,3.39598867274228,10.3121535892039,2.83976106543236,11.0096970216589,9.63880531149101,11.6699750267956,2.03116971530457,11.9645873336067,0.294612306811166,0.55910186909442,0.512957351137757,0.471440542697526,"𐌹𐌽","𐌾𐌰𐌷","𐌹𐍃𐍄","𐍅𐌰𐍃","𐍆𐌰𐌿𐍂𐌰𐌼𐌴𐌻𐌴𐌹𐌽𐍃",0.0343178551959958,0.0268596065216314,0.110510927201546,0.147157936468606,0.216239655086972,0.276004757421081,0.342336091976808,-0.757003243659121,0.00100936663823848,-0.792521035047005,0.0175811165433668
"Icelandic","is","Germanic","North Germanic","Latin",298641,49323,2065885,37,5.20945336562895,4.4824227860583,8.20874834883371,3.72632556277541,11.2366385500437,3.02789020121004,11.9827500322146,10.3182947785069,12.8579021615043,2.53960738299741,13.1591541654261,0.301252003921781,0.632430133542067,0.577252797938004,0.524620577223089,"í","og","á","að","var",0.0403628436818789,0.0299556993179101,0.12296034369025,0.168396167974257,0.234937600664343,0.299794736824482,0.35842031067402,-0.792869151673835,0.000417486241009308,-0.80891553884022,0.0136639333330627
"Limburgish","li","Germanic","Other Germanic","Latin",322800,44635,1985566,36,5.16992500144231,4.16736013617483,7.6843129046547,3.51695276847987,10.6880278945263,3.00371498987159,11.565700807775,9.51545204802022,12.4904701157889,2.97501806776865,13.0379148241639,0.547444708375017,0.540609907120743,0.477394736842105,0.420944444444444,"de","t","in","en","vaan",0.06204770755886,0.0332094175960347,0.177122057001239,0.227007434944238,0.301899008674102,0.362905824039653,0.427456629491945,-0.868919717380643,0.000516711407296639,-0.901880000326365,0.0162786109842147
"Low Saxon","nds","Germanic","Low German","Latin",249094,37198,1552696,31,4.95419631038687,4.19038258030582,7.65461524151792,3.46423266121209,10.5501773461598,2.89556210464185,11.5703660884663,9.37751307880156,12.5199597959738,3.14244671717222,13.1553939746904,0.635434178716581,0.513433164200742,0.454868595744681,0.403464811700183,"de","dat","un","in","vun",0.0696805222124981,0.0305386721478639,0.181136438452954,0.237721502725879,0.321737978433844,0.388813058524091,0.443567488578609,-0.898926829461758,0.000551577877658811,-0.934557917083103,0.0152800638902578
"Luxembourgisch","lb","Germanic","High German","Latin",116671,22570,759413,35,5.12928301694497,4.28740798273135,7.77183124219739,3.48442325946604,10.6621816052443,2.8903503630469,11.4887362388041,9.30414024293623,11.4476236992471,2.1434834563109,11.9024439870892,0.4548202878421,0.504034537911731,0.445645623957099,0.400568440728485,"v","chr","de","an","d",0.0480924994214501,0.0478867927762683,0.151177241988155,0.210652175776328,0.288820700945393,0.361906557756426,0.432429652612903,-0.792678157270554,0.00104416737843043,-0.804144950517531,0.0224258708529718
"North Frisian","frr","Germanic","Anglic","Latin",111620,22152,687133,37,5.20945336562895,4.29033946739924,7.91792450881965,3.62758504142042,11.0276200415591,3.10969553273942,11.5685362307417,10.0118147501977,12.5772922882045,2.56547753800683,12.968424203065,0.391131914860416,0.553724702380952,0.500665610599078,0.452131062610229,"di","en","a","dåt","as",0.0256764020784806,0.0251657409066476,0.08730514244759,0.133605088693782,0.227602580182763,0.291587529116646,0.361342053395449,-0.685846217505077,0.000898666638735557,-0.654061944682602,0.0171642216040446
"Norwegian (Bokmål)","no","Germanic","North Germanic","Latin",816781,82476,5269784,31,4.95419631038687,4.14784554255653,7.6703103954693,3.52246485291278,10.6486791868409,2.97836879137156,11.6143222503379,9.70064581732124,12.7581516555794,3.05750583825816,13.1771846294881,0.419032973908696,0.546078866785436,0.482176177796724,0.426119651002257,"i","og","av","som","er",0.0414101209504139,0.0372731491060639,0.134057966578557,0.199550430286699,0.29966049651008,0.351645055406529,0.404017723233033,-0.763839511363919,0.000523805708785347,-0.744240123057717,0.0201661985428553
"Norwegian (Nynorsk)","nn","Germanic","North Germanic","Latin",165788,27543,1099070,37,5.20945336562895,4.20810905315244,7.79639787363831,3.58828882048587,10.7922918771358,2.99589400349744,11.6083122194568,9.70769299629499,12.4194176667022,2.7117246704072,12.8654633854043,0.446045718702155,0.586146168005355,0.513095376429576,0.448197366647799,"i","og","av","den","norsk",0.0383200231621106,0.0342968127970661,0.124610948922721,0.182648925133303,0.260748666972278,0.321826670205322,0.397489564986609,-0.751452775033976,0.000731586813302018,-0.763567794499947,0.0184586583773211
