"langs","codes","fams","subgroups","scripts","word.len","word.size","char.len","char.size","char.h0","char.h1","char.H2","char.h2","char.H3","char.h3","word.mawe10000.h0","word.mawe10000.h1","word.mawe10000.H2","word.mawe10000.h2","word.mawe10000.H3","word.mawe10000.h3","mattr500","mattr1000","mattr2000","word1","word2","word3","word4","word5","word1.prop","word2.prop","word5.prop","word10.prop","word25.prop","word50.prop","word100.prop","beta","beta.error","beta.100","beta.100.error"
"Albanian","sq","Albanian","Albanian","Latin",439910,55551,2695315,30,4.90689059560852,4.23805436684981,7.69177741902574,3.45372305217593,10.6615678447806,2.96979042575485,11.7162257724226,9.59684337287788,12.6775970907763,3.08075371789845,13.1211529603905,0.443555869614184,0.55785199556541,0.501613086913087,0.449524678724417,"e","të","në","dhe","i",0.0537996408356255,0.0531245027391967,0.196537928212589,0.256086472232957,0.323775317678616,0.364056284239958,0.408842717828647,-0.81457812689331,0.000962910434264591,-0.809163890287315,0.0305970536759752
"Atikamekw","atj","Algonquian","Algonquian","Latin",45951,9288,332978,29,4.85798099512757,3.72251868928699,6.68841463582835,2.96589594654136,9.26363014202832,2.57521550619997,11.3704710352437,9.34529506341481,12.3193679332566,2.97407286984179,12.8785140255114,0.559146092254748,0.534626385809313,0.469061628491748,0.404718850979431,"e","ka","ki","ici","kitci",0.057583077626167,0.0403255641879393,0.160627625078888,0.215294552893299,0.297316706926944,0.381667428347588,0.473722008226154,-0.82632491793231,0.00090404944279472,-0.873017690094416,0.0129729676394975
"Cheyenne","chy","Algonquian","Algonquian","Latin",5338,2275,32252,42,5.39231742277876,4.36049640421222,7.93919047726517,3.57869407305295,10.783275382063,2.84408490479786,11.1516508299734,9.78561252991169,11.778258787527,1.99264625761531,12.1576561976091,0.37939741008211,0.559008068854223,0.524514792899408,0.492559790732436,"file","e","o","ho","ma",0.0695016860247284,0.0282877482203072,0.14275009366804,0.183214687148745,0.256650430872986,0.314537279880105,0.388347695766205,-1.02346095614637,0.00263291612771619,-1.13845003954678,0.0123085607794586
"Cree","cr","Algonquian","Algonquian","Latin",3001,1620,21289,46,5.52356195605701,4.44884188638279,8.20355873902702,3.75471685264423,11.0479952605568,2.84443652152982,10.661778097772,9.79410884991991,11.1978563001084,1.40374745018847,11.4076896861415,0.209833386033154,0.668857142857143,0.68525,0.60188986013986,"the","of","and","in","caesar",0.0309896701099633,0.0226591136287904,0.0943018993668777,0.132622459180273,0.209596801066311,0.284571809396868,0.369876707764079,-0.740219510312696,0.00260078396451196,-0.768122719038248,0.0113814913515052
"Armenian","hy","Armenian","Armenian","Armenian",858736,96478,6740053,40,5.32192809488736,4.44586015851891,7.86027556070716,3.41441540218824,10.6999715636668,2.83969600295964,11.9376199486903,10.5243056503801,12.9181460407245,2.39384039034443,13.2049026876856,0.286756646961023,0.657015804739449,0.593319000860455,0.531401213346815,"է","և","են","թվականին","էր",0.0433788731344674,0.0308732835236906,0.106069851502674,0.12612840267556,0.170266531273872,0.218070512939949,0.273300525423413,-0.914433932127704,0.000559306561158932,-1.05581723063586,0.0282593514408563
"Western Armenian","hyw","Armenian","Armenian","Armenian",81645,18882,563204,40,5.32192809488736,4.42110745567957,7.93490310279017,3.51379564711061,10.8072734447371,2.87237034194688,11.5732505688779,9.94948817060963,12.2465342898364,2.2970461192268,12.6369326198645,0.390398330028035,0.596126997476871,0.535839100018907,0.478822114315368,"է","կը","եւ","մէջ","ի",0.0356053646885909,0.0294200502174046,0.117325004593055,0.158723743033866,0.223896135709474,0.285884010043481,0.359078939310429,-0.757314701195407,0.000814178912320799,-0.796276491977674,0.019013397158618
"Navajo","nv","Athabaskan","Athabaskan","Latin",72601,10752,482150,37,5.20945336562895,4.41141962690122,7.82038076424061,3.40896113733939,10.358671885549,2.53829112130836,10.8864757670184,8.83266292879584,11.4139569864629,2.58129405766702,12.2029318187171,0.788974832254221,0.453237488132375,0.385184031180909,0.331809034492063,"éí","dóó","áádóó","díí","ą",0.0796270023828873,0.0276166994944973,0.157697552375312,0.204873211112795,0.286965744273495,0.371606451701767,0.478257875235878,-0.994195104433717,0.0015871162856126,-1.17219284477542,0.0165081166909205
"Khmer","km","Austroasiatic","Austroasiatic","Khmer",96956,57964,1816386,85,6.4093909361377,5.20302218193978,9.37219660225904,4.16917442031926,12.4211192668695,3.04892266461045,12.6655469581294,11.9618063709528,12.8247203560177,0.862913985064863,12.9597077069584,0.13498735094076,0.776498191354675,0.750938273735064,0.726490052087781,"និង","ឆ្នាំ","ឯកសារ","ទំព័រគំរូ","ឃុំ",0.0159660051982343,0.0063327695036924,0.0344486158669912,0.047444201493461,0.0727959074219234,0.096445810470729,0.128119971946037,-0.819016728761647,0.000418632656249584,-1.02807521395411,0.0134619061354099
"Santali","sat","Austroasiatic","Austroasiatic","Ol Chiki",220338,26027,1248005,37,5.20945336562895,4.35802986707515,7.80815526412553,3.45012539705038,10.6758092889687,2.86765402484315,11.2606884801978,9.63067417873247,12.5005729879349,2.86989880920246,12.9343233812663,0.433750393331342,0.521652698949402,0.458650860799486,0.401737299429607,"ᱫᱚ","ᱨᱮ","ᱠᱚ","ᱟᱨ","ᱠᱟᱱᱟ",0.0390672512231208,0.0264956566729298,0.122511777360237,0.170447221995298,0.24776025923808,0.312311085695613,0.392610443954288,-0.754278048081718,0.000539788286088987,-0.800740359013352,0.0155209461847822
"Vietnamese","vi","Austroasiatic","Austroasiatic","Latin",1797350,31255,8140355,92,6.52356195605701,4.81434343666282,8.05668663186886,3.24234319520604,10.5773149470887,2.52062831521988,10.4724627137748,9.01847575545211,12.066296614431,3.04782085897892,12.9034491701753,0.837152555744301,0.476068746274588,0.37896559669474,0.292127713920817,"và","của","các","là","trong",0.0178056583303196,0.0157103513505995,0.0709422204912788,0.1153598353131,0.190708543132946,0.274409547389212,0.387159429159596,-0.60190365071546,0.000769413923810779,-0.595747911511115,0.0165744613090719
"Banjar","bjn","Austronesian","Austronesian","Latin",110217,27830,759796,33,5.04439411935845,4.06474562850923,7.47684393280974,3.41209830430051,10.5487298671397,3.07188593432993,11.5219889795443,10.3116132824879,12.4621113669574,2.15049808446946,12.7382311241623,0.276119757204927,0.616657589090227,0.56408402872919,0.51303262837393,"nang","di","dan","lawan","adalah",0.0252501882649682,0.0211128954698458,0.077528874855966,0.106508070442854,0.158387544571164,0.20338060371812,0.259179618389178,-0.737469342608304,0.000494367945780972,-0.819142860058156,0.0179725119124717
"Aymara","ay","Aymara","Aymara","Latin",100137,18898,647865,38,5.24792751344359,4.26175922358371,7.76646153456586,3.50470231098215,10.6709855462188,2.90452401165291,10.9230592820817,9.20425913336422,10.9153707886902,1.71111165532594,11.44501645901,0.529645670319872,0.479587246250499,0.410723133627231,0.36495169600687,"a","de","suyu","jisk","jach",0.0381976691932053,0.0241668913588384,0.120415031406972,0.174820495920589,0.252713782118498,0.321908984690973,0.402408700080889,-0.747502576356985,0.000732176173209688,-0.766524274841432,0.0148820933050951
"Latgalian","ltg","Baltic","Baltic","Latin",85764,23121,625295,37,5.20945336562895,4.44738391188084,8.09999283711112,3.65260892523028,11.1508803563386,3.05088751922751,11.9147709563379,10.7027062110929,12.6390881318499,1.93638192075701,12.9055586756018,0.266470543751877,0.623368569415081,0.570375806647997,0.520708458577229,"i","nu","pogosts","ar","irā",0.0329742082925237,0.0101324565085584,0.0645725479222051,0.0928478149340049,0.144128072384684,0.19515181194907,0.258441770439812,-0.84018885287374,0.000952077354268988,-1.06777076973275,0.0240014644189974
"Lithuanian","lt","Baltic","Baltic","Latin",426482,73475,3230055,35,5.12928301694497,4.33833406433926,7.92199109938232,3.58365703504306,10.963629411414,3.0416383120317,12.0908647642998,10.8253229195385,12.840276544026,2.01495362448749,13.1088104002378,0.268533856211824,0.669140529155093,0.616229206953852,0.563782109202311,"ir","m","yra","buvo","lietuvos",0.0313495059580475,0.0278089110443114,0.0822309030627318,0.107695049263509,0.147131649166905,0.186392391707036,0.234943092557247,-0.833257606551647,0.000530771896298303,-0.947141819764282,0.0266359137129816
"Samogitian","bat_smg","Baltic","Baltic","Latin",78069,24399,562800,37,5.20945336562895,4.39879758035381,8.04367471244775,3.64487713209394,11.1376615665678,3.09398685412008,12.0744101480442,10.8806723194296,12.7577634632506,1.87709114382102,13.0337930690732,0.276029605822595,0.647134496446044,0.600520454962392,0.558352898550725,"m","ė","īr","metās","i",0.0164341800202385,0.0157296750310623,0.0622782410431797,0.0913422741421051,0.138031741152058,0.18323534309393,0.238686290332911,-0.663359000612847,0.000696992065247894,-0.689669851952853,0.0200528457482136
"Abkhazian","ab","Caucasian","Caucasian","Cyrillic",47109,17744,357933,50,5.64385618977472,4.56554472715666,8.40653491968132,3.84099019252466,11.5229014926189,3.11636657293759,12.1048468966535,11.0225672554817,12.6273255396292,1.60475828414746,12.9450347224736,0.317709182844439,0.628847899565427,0.587323967889908,0.547702885482417,"с","в","уи","аҧсны","аԥсны",0.00868199282515018,0.00738712347958989,0.0342609692415462,0.0573775711647456,0.106391559999151,0.154683818378654,0.213802033581694,-0.573743770942459,0.00098619471195414,-0.545785243701472,0.0171118144228842
"Adyghe","ady","Caucasian","Caucasian","Cyrillic",28294,10043,209352,39,5.28540221886225,4.5125113979382,8.03988723070079,3.52737583276258,10.9377167419243,2.89782951122353,12.0780396300988,10.9947633065921,12.4433429120096,1.44857960541751,12.7506260029806,0.307283090970936,0.680819668218164,0.626576589256392,0.592081405895692,"и","м","адыгэ","я","рэ",0.0229377253127872,0.0107443274192408,0.0563370325864141,0.0810065738319078,0.140559836007634,0.209514384675196,0.278433590160458,-0.716822383950337,0.000919537198862989,-0.792947429920338,0.0122683727100935
